-0.058891,0.0016213,-0.00037105,149.5,1.044e-05,0.3,2.2508e-07
-0.058034,0.00019177,0.0013187,148.46,6.847e-06,0.29995,0.020999
-0.061974,-0.0031526,0.0022099,149.33,4.0274e-06,0.29982,0.041995
-0.063087,-0.00050969,-0.0019407,150.17,1.8272e-06,0.2996,0.062982
-0.061843,-0.0002403,-0.00062115,149.44,1.0633e-07,0.29928,0.083957
-0.062605,-0.0015125,0.00086864,150.23,-1.2627e-06,0.29888,0.10492
-0.057814,0.0030212,-0.00028154,149.36,-2.3958e-06,0.29838,0.12586
-0.058182,-0.002632,-0.0020525,147.3,-3.3981e-06,0.2978,0.14677
-0.059766,-0.0026821,-0.0013906,150.58,-4.3647e-06,0.29712,0.16766
-0.059962,-0.0014197,-0.001881,149.32,-5.3818e-06,0.29636,0.18851
-0.06327,-0.001166,0.0024499,148.22,-6.527e-06,0.29551,0.20933
-0.057612,0.00014146,0.00018231,149.24,-7.8701e-06,0.29456,0.23011
-0.058769,-0.0025023,-0.00029259,150.27,-9.4742e-06,0.29353,0.25085
-0.055996,-0.0012111,-0.001831,150.47,-1.1396e-05,0.29241,0.27153
-0.058287,-0.0032522,0.00024228,148.8,-1.3685e-05,0.2912,0.29217
-0.05873,0.00032408,-0.00072296,150.07,-1.6389e-05,0.28991,0.31275
-0.059942,0.00056041,0.0017686,150.75,-1.9546e-05,0.28852,0.33327
-0.061666,-0.0026739,-0.00011283,150.65,-2.3195e-05,0.28705,0.35372
-0.058233,-0.00011901,0.0005293,149.67,-2.7367e-05,0.28549,0.37411
-0.057724,-0.0029546,-0.0030978,148.46,-3.2092e-05,0.28384,0.39443
-0.061406,-0.00034936,-0.0011846,149.11,-3.7396e-05,0.2821,0.41467
-0.062656,-0.0038871,-0.0035092,149.37,-4.3303e-05,0.28028,0.43483
-0.055979,0.00095431,0.0022658,150.06,-4.9835e-05,0.27837,0.45491
-0.061444,-0.00060997,-0.0010169,147.94,-5.7011e-05,0.27637,0.4749
-0.061206,-0.00064231,-0.00055831,150.36,-6.4848e-05,0.27429,0.4948
-0.057454,-0.00069839,-0.0010425,149.31,-7.3364e-05,0.27212,0.5146
-0.057222,0.0012773,7.1627e-06,148.38,-8.2574e-05,0.26986,0.53431
-0.059176,0.00064982,-0.001626,149.35,-9.2491e-05,0.26753,0.55391
-0.060416,-0.0014315,-0.00034649,147.76,-0.00010313,0.2651,0.57341
-0.06042,-0.0023141,-0.0014017,149.91,-0.0001145,0.2626,0.59279
-0.061154,0.0010439,-0.00022931,149.89,-0.00012662,0.26,0.61206
-0.057645,0.00092193,-0.0008745,149.48,-0.00013949,0.25733,0.63121
-0.061507,-0.00088777,-0.0012586,150.58,-0.00015314,0.25457,0.65024
-0.059969,-0.0024156,-0.0011869,150.27,-0.00016756,0.25173,0.66915
-0.056527,-0.00048958,-0.0021956,149.9,-0.00018278,0.24881,0.68792
-0.061104,0.00092053,0.0011942,149.56,-0.00019879,0.24581,0.70656
-0.05728,0.0016078,0.0028086,148.73,-0.00021562,0.24272,0.72507
-0.057472,-0.00033377,0.0010191,148.02,-0.00023327,0.23956,0.74343
-0.060098,0.0016829,0.0018012,148.35,-0.00025176,0.23631,0.76165
